,user_id,sequence_movie_ids,sequence_ratings,sex,age_group,occupation
30,210,"1599,1556,1562,546,502,2720,181,3349","5,3,4,4,5,4,4,5",0,0,10
31,210,"1599,1556,1562,546,502,2720,181,3627","5,3,4,4,5,4,4,5",0,0,10
32,210,"1599,1556,1562,546,502,2720,181,2504","5,3,4,4,5,4,4,5",0,0,10
33,210,"1599,1556,1562,546,502,2720,181,3499","5,3,4,4,5,4,4,5",0,0,10
34,210,"1599,1556,1562,546,502,2720,181,1896","5,3,4,4,5,4,4,5",0,0,10
35,210,"1599,1556,1562,546,502,2720,181,2902","5,3,4,4,5,4,4,5",0,0,10
36,210,"1599,1556,1562,546,502,2720,181,3043","5,3,4,4,5,4,4,5",0,0,10
37,210,"1599,1556,1562,546,502,2720,181,2627","5,3,4,4,5,4,4,5",0,0,10
38,210,"1599,1556,1562,546,502,2720,181,557","5,3,4,4,5,4,4,5",0,0,10
39,210,"1599,1556,1562,546,502,2720,181,2517","5,3,4,4,5,4,4,5",0,0,10
40,210,"1599,1556,1562,546,502,2720,181,41","5,3,4,4,5,4,4,5",0,0,10
41,210,"1599,1556,1562,546,502,2720,181,2819","5,3,4,4,5,4,4,5",0,0,10
42,210,"1599,1556,1562,546,502,2720,181,2104","5,3,4,4,5,4,4,5",0,0,10
43,210,"1599,1556,1562,546,502,2720,181,2053","5,3,4,4,5,4,4,5",0,0,10
44,210,"1599,1556,1562,546,502,2720,181,2692","5,3,4,4,5,4,4,5",0,0,10
45,210,"1599,1556,1562,546,502,2720,181,68","5,3,4,4,5,4,4,5",0,0,10
46,210,"1599,1556,1562,546,502,2720,181,913","5,3,4,4,5,4,4,5",0,0,10
47,210,"1599,1556,1562,546,502,2720,181,2343","5,3,4,4,5,4,4,5",0,0,10
48,210,"1599,1556,1562,546,502,2720,181,1117","5,3,4,4,5,4,4,5",0,0,10
49,210,"1599,1556,1562,546,502,2720,181,3249","5,3,4,4,5,4,4,5",0,0,10
50,210,"1599,1556,1562,546,502,2720,181,828","5,3,4,4,5,4,4,5",0,0,10
51,210,"1599,1556,1562,546,502,2720,181,2320","5,3,4,4,5,4,4,5",0,0,10
52,210,"1599,1556,1562,546,502,2720,181,1234","5,3,4,4,5,4,4,5",0,0,10
53,210,"1599,1556,1562,546,502,2720,181,1412","5,3,4,4,5,4,4,5",0,0,10
54,210,"1599,1556,1562,546,502,2720,181,3929","5,3,4,4,5,4,4,5",0,0,10
55,210,"1599,1556,1562,546,502,2720,181,1927","5,3,4,4,5,4,4,5",0,0,10
56,210,"1599,1556,1562,546,502,2720,181,44","5,3,4,4,5,4,4,5",0,0,10
57,210,"1599,1556,1562,546,502,2720,181,2130","5,3,4,4,5,4,4,5",0,0,10
58,210,"1599,1556,1562,546,502,2720,181,2027","5,3,4,4,5,4,4,5",0,0,10
59,210,"1599,1556,1562,546,502,2720,181,2444","5,3,4,4,5,4,4,5",0,0,10
60,210,"1599,1556,1562,546,502,2720,181,2952","5,3,4,4,5,4,4,5",0,0,10
61,210,"1599,1556,1562,546,502,2720,181,2174","5,3,4,4,5,4,4,5",0,0,10
62,210,"1599,1556,1562,546,502,2720,181,1744","5,3,4,4,5,4,4,5",0,0,10
63,210,"1599,1556,1562,546,502,2720,181,1177","5,3,4,4,5,4,4,5",0,0,10
64,210,"1599,1556,1562,546,502,2720,181,3648","5,3,4,4,5,4,4,5",0,0,10
65,210,"1599,1556,1562,546,502,2720,181,2664","5,3,4,4,5,4,4,5",0,0,10
66,210,"1599,1556,1562,546,502,2720,181,1457","5,3,4,4,5,4,4,5",0,0,10
67,210,"1599,1556,1562,546,502,2720,181,3345","5,3,4,4,5,4,4,5",0,0,10
68,210,"1599,1556,1562,546,502,2720,181,3013","5,3,4,4,5,4,4,5",0,0,10
69,210,"1599,1556,1562,546,502,2720,181,906","5,3,4,4,5,4,4,5",0,0,10
70,210,"1599,1556,1562,546,502,2720,181,1935","5,3,4,4,5,4,4,5",0,0,10
71,210,"1599,1556,1562,546,502,2720,181,1345","5,3,4,4,5,4,4,5",0,0,10
72,210,"1599,1556,1562,546,502,2720,181,213","5,3,4,4,5,4,4,5",0,0,10
73,210,"1599,1556,1562,546,502,2720,181,1175","5,3,4,4,5,4,4,5",0,0,10
74,210,"1599,1556,1562,546,502,2720,181,649","5,3,4,4,5,4,4,5",0,0,10
75,210,"1599,1556,1562,546,502,2720,181,3745","5,3,4,4,5,4,4,5",0,0,10
76,210,"1599,1556,1562,546,502,2720,181,2394","5,3,4,4,5,4,4,5",0,0,10
77,210,"1599,1556,1562,546,502,2720,181,3192","5,3,4,4,5,4,4,5",0,0,10
78,210,"1599,1556,1562,546,502,2720,181,2997","5,3,4,4,5,4,4,5",0,0,10
79,210,"1599,1556,1562,546,502,2720,181,172","5,3,4,4,5,4,4,5",0,0,10
80,210,"1599,1556,1562,546,502,2720,181,1726","5,3,4,4,5,4,4,5",0,0,10
81,210,"1599,1556,1562,546,502,2720,181,54","5,3,4,4,5,4,4,5",0,0,10
82,210,"1599,1556,1562,546,502,2720,181,1728","5,3,4,4,5,4,4,5",0,0,10
83,210,"1599,1556,1562,546,502,2720,181,3799","5,3,4,4,5,4,4,5",0,0,10
84,210,"1599,1556,1562,546,502,2720,181,3739","5,3,4,4,5,4,4,5",0,0,10
85,210,"1599,1556,1562,546,502,2720,181,2420","5,3,4,4,5,4,4,5",0,0,10
86,210,"1599,1556,1562,546,502,2720,181,384","5,3,4,4,5,4,4,5",0,0,10
87,210,"1599,1556,1562,546,502,2720,181,3175","5,3,4,4,5,4,4,5",0,0,10
88,210,"1599,1556,1562,546,502,2720,181,901","5,3,4,4,5,4,4,5",0,0,10
89,210,"1599,1556,1562,546,502,2720,181,1335","5,3,4,4,5,4,4,5",0,0,10
90,210,"1599,1556,1562,546,502,2720,181,553","5,3,4,4,5,4,4,5",0,0,10
91,210,"1599,1556,1562,546,502,2720,181,2936","5,3,4,4,5,4,4,5",0,0,10
92,210,"1599,1556,1562,546,502,2720,181,1611","5,3,4,4,5,4,4,5",0,0,10
93,210,"1599,1556,1562,546,502,2720,181,2799","5,3,4,4,5,4,4,5",0,0,10
94,210,"1599,1556,1562,546,502,2720,181,2379","5,3,4,4,5,4,4,5",0,0,10
95,210,"1599,1556,1562,546,502,2720,181,3177","5,3,4,4,5,4,4,5",0,0,10
96,210,"1599,1556,1562,546,502,2720,181,2812","5,3,4,4,5,4,4,5",0,0,10
97,210,"1599,1556,1562,546,502,2720,181,2850","5,3,4,4,5,4,4,5",0,0,10
98,210,"1599,1556,1562,546,502,2720,181,2874","5,3,4,4,5,4,4,5",0,0,10
99,210,"1599,1556,1562,546,502,2720,181,725","5,3,4,4,5,4,4,5",0,0,10
100,210,"1599,1556,1562,546,502,2720,181,1799","5,3,4,4,5,4,4,5",0,0,10
101,210,"1599,1556,1562,546,502,2720,181,663","5,3,4,4,5,4,4,5",0,0,10
102,210,"1599,1556,1562,546,502,2720,181,638","5,3,4,4,5,4,4,5",0,0,10
103,210,"1599,1556,1562,546,502,2720,181,119","5,3,4,4,5,4,4,5",0,0,10
104,210,"1599,1556,1562,546,502,2720,181,1555","5,3,4,4,5,4,4,5",0,0,10
105,210,"1599,1556,1562,546,502,2720,181,295","5,3,4,4,5,4,4,5",0,0,10
106,210,"1599,1556,1562,546,502,2720,181,700","5,3,4,4,5,4,4,5",0,0,10
107,210,"1599,1556,1562,546,502,2720,181,1859","5,3,4,4,5,4,4,5",0,0,10
108,210,"1599,1556,1562,546,502,2720,181,2848","5,3,4,4,5,4,4,5",0,0,10
109,210,"1599,1556,1562,546,502,2720,181,2742","5,3,4,4,5,4,4,5",0,0,10
110,210,"1599,1556,1562,546,502,2720,181,2821","5,3,4,4,5,4,4,5",0,0,10
111,210,"1599,1556,1562,546,502,2720,181,2807","5,3,4,4,5,4,4,5",0,0,10
112,210,"1599,1556,1562,546,502,2720,181,1615","5,3,4,4,5,4,4,5",0,0,10
113,210,"1599,1556,1562,546,502,2720,181,425","5,3,4,4,5,4,4,5",0,0,10
114,210,"1599,1556,1562,546,502,2720,181,3782","5,3,4,4,5,4,4,5",0,0,10
115,210,"1599,1556,1562,546,502,2720,181,701","5,3,4,4,5,4,4,5",0,0,10
116,210,"1599,1556,1562,546,502,2720,181,62","5,3,4,4,5,4,4,5",0,0,10
117,210,"1599,1556,1562,546,502,2720,181,456","5,3,4,4,5,4,4,5",0,0,10
118,210,"1599,1556,1562,546,502,2720,181,212","5,3,4,4,5,4,4,5",0,0,10
119,210,"1599,1556,1562,546,502,2720,181,3111","5,3,4,4,5,4,4,5",0,0,10
120,210,"1599,1556,1562,546,502,2720,181,3591","5,3,4,4,5,4,4,5",0,0,10
121,210,"1599,1556,1562,546,502,2720,181,3606","5,3,4,4,5,4,4,5",0,0,10
122,210,"1599,1556,1562,546,502,2720,181,3468","5,3,4,4,5,4,4,5",0,0,10
123,210,"1599,1556,1562,546,502,2720,181,943","5,3,4,4,5,4,4,5",0,0,10
124,210,"1599,1556,1562,546,502,2720,181,3301","5,3,4,4,5,4,4,5",0,0,10
125,210,"1599,1556,1562,546,502,2720,181,2325","5,3,4,4,5,4,4,5",0,0,10
126,210,"1599,1556,1562,546,502,2720,181,974","5,3,4,4,5,4,4,5",0,0,10
127,210,"1599,1556,1562,546,502,2720,181,3667","5,3,4,4,5,4,4,5",0,0,10
128,210,"1599,1556,1562,546,502,2720,181,538","5,3,4,4,5,4,4,5",0,0,10
129,210,"1599,1556,1562,546,502,2720,181,226","5,3,4,4,5,4,4,5",0,0,10
130,210,"1599,1556,1562,546,502,2720,181,1608","5,3,4,4,5,4,4,5",0,0,10
131,210,"1599,1556,1562,546,502,2720,181,3414","5,3,4,4,5,4,4,5",0,0,10
132,210,"1599,1556,1562,546,502,2720,181,1093","5,3,4,4,5,4,4,5",0,0,10
133,210,"1599,1556,1562,546,502,2720,181,1246","5,3,4,4,5,4,4,5",0,0,10
134,210,"1599,1556,1562,546,502,2720,181,3510","5,3,4,4,5,4,4,5",0,0,10
135,210,"1599,1556,1562,546,502,2720,181,3276","5,3,4,4,5,4,4,5",0,0,10
136,210,"1599,1556,1562,546,502,2720,181,1558","5,3,4,4,5,4,4,5",0,0,10
137,210,"1599,1556,1562,546,502,2720,181,526","5,3,4,4,5,4,4,5",0,0,10
138,210,"1599,1556,1562,546,502,2720,181,814","5,3,4,4,5,4,4,5",0,0,10
139,210,"1599,1556,1562,546,502,2720,181,315","5,3,4,4,5,4,4,5",0,0,10
140,210,"1599,1556,1562,546,502,2720,181,672","5,3,4,4,5,4,4,5",0,0,10
141,210,"1599,1556,1562,546,502,2720,181,225","5,3,4,4,5,4,4,5",0,0,10
142,210,"1599,1556,1562,546,502,2720,181,2709","5,3,4,4,5,4,4,5",0,0,10
143,210,"1599,1556,1562,546,502,2720,181,1515","5,3,4,4,5,4,4,5",0,0,10
144,210,"1599,1556,1562,546,502,2720,181,2790","5,3,4,4,5,4,4,5",0,0,10
145,210,"1599,1556,1562,546,502,2720,181,2507","5,3,4,4,5,4,4,5",0,0,10
146,210,"1599,1556,1562,546,502,2720,181,1419","5,3,4,4,5,4,4,5",0,0,10
147,210,"1599,1556,1562,546,502,2720,181,458","5,3,4,4,5,4,4,5",0,0,10
148,210,"1599,1556,1562,546,502,2720,181,2463","5,3,4,4,5,4,4,5",0,0,10
149,210,"1599,1556,1562,546,502,2720,181,2868","5,3,4,4,5,4,4,5",0,0,10
150,210,"1599,1556,1562,546,502,2720,181,3410","5,3,4,4,5,4,4,5",0,0,10
151,210,"1599,1556,1562,546,502,2720,181,3632","5,3,4,4,5,4,4,5",0,0,10
152,210,"1599,1556,1562,546,502,2720,181,97","5,3,4,4,5,4,4,5",0,0,10
153,210,"1599,1556,1562,546,502,2720,181,246","5,3,4,4,5,4,4,5",0,0,10
154,210,"1599,1556,1562,546,502,2720,181,2820","5,3,4,4,5,4,4,5",0,0,10
155,210,"1599,1556,1562,546,502,2720,181,3122","5,3,4,4,5,4,4,5",0,0,10
156,210,"1599,1556,1562,546,502,2720,181,1383","5,3,4,4,5,4,4,5",0,0,10
157,210,"1599,1556,1562,546,502,2720,181,1641","5,3,4,4,5,4,4,5",0,0,10
158,210,"1599,1556,1562,546,502,2720,181,1392","5,3,4,4,5,4,4,5",0,0,10
159,210,"1599,1556,1562,546,502,2720,181,1112","5,3,4,4,5,4,4,5",0,0,10
160,210,"1599,1556,1562,546,502,2720,181,65","5,3,4,4,5,4,4,5",0,0,10
161,210,"1599,1556,1562,546,502,2720,181,3753","5,3,4,4,5,4,4,5",0,0,10
162,210,"1599,1556,1562,546,502,2720,181,333","5,3,4,4,5,4,4,5",0,0,10
163,210,"1599,1556,1562,546,502,2720,181,1595","5,3,4,4,5,4,4,5",0,0,10
164,210,"1599,1556,1562,546,502,2720,181,2529","5,3,4,4,5,4,4,5",0,0,10
165,210,"1599,1556,1562,546,502,2720,181,2696","5,3,4,4,5,4,4,5",0,0,10
166,210,"1599,1556,1562,546,502,2720,181,2327","5,3,4,4,5,4,4,5",0,0,10
167,210,"1599,1556,1562,546,502,2720,181,2389","5,3,4,4,5,4,4,5",0,0,10
168,210,"1599,1556,1562,546,502,2720,181,2687","5,3,4,4,5,4,4,5",0,0,10
169,210,"1599,1556,1562,546,502,2720,181,1139","5,3,4,4,5,4,4,5",0,0,10
170,210,"1599,1556,1562,546,502,2720,181,48","5,3,4,4,5,4,4,5",0,0,10
171,210,"1599,1556,1562,546,502,2720,181,1662","5,3,4,4,5,4,4,5",0,0,10
172,210,"1599,1556,1562,546,502,2720,181,2276","5,3,4,4,5,4,4,5",0,0,10
173,210,"1599,1556,1562,546,502,2720,181,2461","5,3,4,4,5,4,4,5",0,0,10
174,210,"1599,1556,1562,546,502,2720,181,1852","5,3,4,4,5,4,4,5",0,0,10
175,210,"1599,1556,1562,546,502,2720,181,2040","5,3,4,4,5,4,4,5",0,0,10
176,210,"1599,1556,1562,546,502,2720,181,1894","5,3,4,4,5,4,4,5",0,0,10
177,210,"1599,1556,1562,546,502,2720,181,2544","5,3,4,4,5,4,4,5",0,0,10
178,210,"1599,1556,1562,546,502,2720,181,3936","5,3,4,4,5,4,4,5",0,0,10
179,210,"1599,1556,1562,546,502,2720,181,1696","5,3,4,4,5,4,4,5",0,0,10
180,210,"1599,1556,1562,546,502,2720,181,3928","5,3,4,4,5,4,4,5",0,0,10
181,210,"1599,1556,1562,546,502,2720,181,299","5,3,4,4,5,4,4,5",0,0,10
182,210,"1599,1556,1562,546,502,2720,181,946","5,3,4,4,5,4,4,5",0,0,10
183,210,"1599,1556,1562,546,502,2720,181,2534","5,3,4,4,5,4,4,5",0,0,10
184,210,"1599,1556,1562,546,502,2720,181,3404","5,3,4,4,5,4,4,5",0,0,10
185,210,"1599,1556,1562,546,502,2720,181,1243","5,3,4,4,5,4,4,5",0,0,10
186,210,"1599,1556,1562,546,502,2720,181,88","5,3,4,4,5,4,4,5",0,0,10
187,210,"1599,1556,1562,546,502,2720,181,1292","5,3,4,4,5,4,4,5",0,0,10
188,210,"1599,1556,1562,546,502,2720,181,3752","5,3,4,4,5,4,4,5",0,0,10
189,210,"1599,1556,1562,546,502,2720,181,3603","5,3,4,4,5,4,4,5",0,0,10
190,210,"1599,1556,1562,546,502,2720,181,3240","5,3,4,4,5,4,4,5",0,0,10
191,210,"1599,1556,1562,546,502,2720,181,3284","5,3,4,4,5,4,4,5",0,0,10
192,210,"1599,1556,1562,546,502,2720,181,1015","5,3,4,4,5,4,4,5",0,0,10
193,210,"1599,1556,1562,546,502,2720,181,2301","5,3,4,4,5,4,4,5",0,0,10
194,210,"1599,1556,1562,546,502,2720,181,3869","5,3,4,4,5,4,4,5",0,0,10
195,210,"1599,1556,1562,546,502,2720,181,1274","5,3,4,4,5,4,4,5",0,0,10
196,210,"1599,1556,1562,546,502,2720,181,2659","5,3,4,4,5,4,4,5",0,0,10
197,210,"1599,1556,1562,546,502,2720,181,2434","5,3,4,4,5,4,4,5",0,0,10
198,210,"1599,1556,1562,546,502,2720,181,2142","5,3,4,4,5,4,4,5",0,0,10
199,210,"1599,1556,1562,546,502,2720,181,1380","5,3,4,4,5,4,4,5",0,0,10
200,210,"1599,1556,1562,546,502,2720,181,3309","5,3,4,4,5,4,4,5",0,0,10
201,210,"1599,1556,1562,546,502,2720,181,3761","5,3,4,4,5,4,4,5",0,0,10
202,210,"1599,1556,1562,546,502,2720,181,3475","5,3,4,4,5,4,4,5",0,0,10
203,210,"1599,1556,1562,546,502,2720,181,656","5,3,4,4,5,4,4,5",0,0,10
204,210,"1599,1556,1562,546,502,2720,181,1244","5,3,4,4,5,4,4,5",0,0,10
205,210,"1599,1556,1562,546,502,2720,181,1848","5,3,4,4,5,4,4,5",0,0,10
206,210,"1599,1556,1562,546,502,2720,181,1853","5,3,4,4,5,4,4,5",0,0,10
207,210,"1599,1556,1562,546,502,2720,181,3076","5,3,4,4,5,4,4,5",0,0,10
208,210,"1599,1556,1562,546,502,2720,181,1497","5,3,4,4,5,4,4,5",0,0,10
209,210,"1599,1556,1562,546,502,2720,181,1007","5,3,4,4,5,4,4,5",0,0,10
210,210,"1599,1556,1562,546,502,2720,181,1596","5,3,4,4,5,4,4,5",0,0,10
211,210,"1599,1556,1562,546,502,2720,181,3701","5,3,4,4,5,4,4,5",0,0,10
212,210,"1599,1556,1562,546,502,2720,181,1666","5,3,4,4,5,4,4,5",0,0,10
213,210,"1599,1556,1562,546,502,2720,181,2538","5,3,4,4,5,4,4,5",0,0,10
214,210,"1599,1556,1562,546,502,2720,181,2253","5,3,4,4,5,4,4,5",0,0,10
215,210,"1599,1556,1562,546,502,2720,181,945","5,3,4,4,5,4,4,5",0,0,10
216,210,"1599,1556,1562,546,502,2720,181,3872","5,3,4,4,5,4,4,5",0,0,10
217,210,"1599,1556,1562,546,502,2720,181,2700","5,3,4,4,5,4,4,5",0,0,10
218,210,"1599,1556,1562,546,502,2720,181,3407","5,3,4,4,5,4,4,5",0,0,10
219,210,"1599,1556,1562,546,502,2720,181,1367","5,3,4,4,5,4,4,5",0,0,10
220,210,"1599,1556,1562,546,502,2720,181,3679","5,3,4,4,5,4,4,5",0,0,10
221,210,"1599,1556,1562,546,502,2720,181,633","5,3,4,4,5,4,4,5",0,0,10
222,210,"1599,1556,1562,546,502,2720,181,1956","5,3,4,4,5,4,4,5",0,0,10
223,210,"1599,1556,1562,546,502,2720,181,1983","5,3,4,4,5,4,4,5",0,0,10
224,210,"1599,1556,1562,546,502,2720,181,3014","5,3,4,4,5,4,4,5",0,0,10
225,210,"1599,1556,1562,546,502,2720,181,2751","5,3,4,4,5,4,4,5",0,0,10
226,210,"1599,1556,1562,546,502,2720,181,49","5,3,4,4,5,4,4,5",0,0,10
227,210,"1599,1556,1562,546,502,2720,181,1672","5,3,4,4,5,4,4,5",0,0,10
228,210,"1599,1556,1562,546,502,2720,181,322","5,3,4,4,5,4,4,5",0,0,10
229,210,"1599,1556,1562,546,502,2720,181,187","5,3,4,4,5,4,4,5",0,0,10
230,210,"1599,1556,1562,546,502,2720,181,3266","5,3,4,4,5,4,4,5",0,0,10
231,210,"1599,1556,1562,546,502,2720,181,274","5,3,4,4,5,4,4,5",0,0,10
232,210,"1599,1556,1562,546,502,2720,181,407","5,3,4,4,5,4,4,5",0,0,10
233,210,"1599,1556,1562,546,502,2720,181,3037","5,3,4,4,5,4,4,5",0,0,10
234,210,"1599,1556,1562,546,502,2720,181,1888","5,3,4,4,5,4,4,5",0,0,10
235,210,"1599,1556,1562,546,502,2720,181,2034","5,3,4,4,5,4,4,5",0,0,10
236,210,"1599,1556,1562,546,502,2720,181,2157","5,3,4,4,5,4,4,5",0,0,10
237,210,"1599,1556,1562,546,502,2720,181,3512","5,3,4,4,5,4,4,5",0,0,10
238,210,"1599,1556,1562,546,502,2720,181,3845","5,3,4,4,5,4,4,5",0,0,10
239,210,"1599,1556,1562,546,502,2720,181,406","5,3,4,4,5,4,4,5",0,0,10
240,210,"1599,1556,1562,546,502,2720,181,937","5,3,4,4,5,4,4,5",0,0,10
241,210,"1599,1556,1562,546,502,2720,181,1988","5,3,4,4,5,4,4,5",0,0,10
242,210,"1599,1556,1562,546,502,2720,181,3586","5,3,4,4,5,4,4,5",0,0,10
243,210,"1599,1556,1562,546,502,2720,181,3697","5,3,4,4,5,4,4,5",0,0,10
244,210,"1599,1556,1562,546,502,2720,181,1436","5,3,4,4,5,4,4,5",0,0,10
245,210,"1599,1556,1562,546,502,2720,181,876","5,3,4,4,5,4,4,5",0,0,10
246,210,"1599,1556,1562,546,502,2720,181,3252","5,3,4,4,5,4,4,5",0,0,10
247,210,"1599,1556,1562,546,502,2720,181,58","5,3,4,4,5,4,4,5",0,0,10
248,210,"1599,1556,1562,546,502,2720,181,1868","5,3,4,4,5,4,4,5",0,0,10
249,210,"1599,1556,1562,546,502,2720,181,2360","5,3,4,4,5,4,4,5",0,0,10
250,210,"1599,1556,1562,546,502,2720,181,2494","5,3,4,4,5,4,4,5",0,0,10
251,210,"1599,1556,1562,546,502,2720,181,1897","5,3,4,4,5,4,4,5",0,0,10
252,210,"1599,1556,1562,546,502,2720,181,404","5,3,4,4,5,4,4,5",0,0,10
253,210,"1599,1556,1562,546,502,2720,181,3306","5,3,4,4,5,4,4,5",0,0,10
254,210,"1599,1556,1562,546,502,2720,181,3100","5,3,4,4,5,4,4,5",0,0,10
255,210,"1599,1556,1562,546,502,2720,181,1096","5,3,4,4,5,4,4,5",0,0,10
256,210,"1599,1556,1562,546,502,2720,181,3807","5,3,4,4,5,4,4,5",0,0,10
257,210,"1599,1556,1562,546,502,2720,181,910","5,3,4,4,5,4,4,5",0,0,10
258,210,"1599,1556,1562,546,502,2720,181,3000","5,3,4,4,5,4,4,5",0,0,10
259,210,"1599,1556,1562,546,502,2720,181,17","5,3,4,4,5,4,4,5",0,0,10
260,210,"1599,1556,1562,546,502,2720,181,1183","5,3,4,4,5,4,4,5",0,0,10
261,210,"1599,1556,1562,546,502,2720,181,239","5,3,4,4,5,4,4,5",0,0,10
262,210,"1599,1556,1562,546,502,2720,181,134","5,3,4,4,5,4,4,5",0,0,10
263,210,"1599,1556,1562,546,502,2720,181,3096","5,3,4,4,5,4,4,5",0,0,10
264,210,"1599,1556,1562,546,502,2720,181,2618","5,3,4,4,5,4,4,5",0,0,10
265,210,"1599,1556,1562,546,502,2720,181,336","5,3,4,4,5,4,4,5",0,0,10
266,210,"1599,1556,1562,546,502,2720,181,449","5,3,4,4,5,4,4,5",0,0,10
267,210,"1599,1556,1562,546,502,2720,181,3320","5,3,4,4,5,4,4,5",0,0,10
268,210,"1599,1556,1562,546,502,2720,181,3412","5,3,4,4,5,4,4,5",0,0,10
269,210,"1599,1556,1562,546,502,2720,181,75","5,3,4,4,5,4,4,5",0,0,10
270,210,"1599,1556,1562,546,502,2720,181,1683","5,3,4,4,5,4,4,5",0,0,10
271,210,"1599,1556,1562,546,502,2720,181,2355","5,3,4,4,5,4,4,5",0,0,10
272,210,"1599,1556,1562,546,502,2720,181,240","5,3,4,4,5,4,4,5",0,0,10
273,210,"1599,1556,1562,546,502,2720,181,3180","5,3,4,4,5,4,4,5",0,0,10
274,210,"1599,1556,1562,546,502,2720,181,2303","5,3,4,4,5,4,4,5",0,0,10
275,210,"1599,1556,1562,546,502,2720,181,3394","5,3,4,4,5,4,4,5",0,0,10
276,210,"1599,1556,1562,546,502,2720,181,117","5,3,4,4,5,4,4,5",0,0,10
277,210,"1599,1556,1562,546,502,2720,181,1192","5,3,4,4,5,4,4,5",0,0,10
278,210,"1599,1556,1562,546,502,2720,181,3694","5,3,4,4,5,4,4,5",0,0,10
279,210,"1599,1556,1562,546,502,2720,181,1285","5,3,4,4,5,4,4,5",0,0,10
280,210,"1599,1556,1562,546,502,2720,181,2261","5,3,4,4,5,4,4,5",0,0,10
281,210,"1599,1556,1562,546,502,2720,181,1931","5,3,4,4,5,4,4,5",0,0,10
282,210,"1599,1556,1562,546,502,2720,181,3176","5,3,4,4,5,4,4,5",0,0,10
283,210,"1599,1556,1562,546,502,2720,181,2321","5,3,4,4,5,4,4,5",0,0,10
284,210,"1599,1556,1562,546,502,2720,181,3587","5,3,4,4,5,4,4,5",0,0,10
285,210,"1599,1556,1562,546,502,2720,181,3337","5,3,4,4,5,4,4,5",0,0,10
286,210,"1599,1556,1562,546,502,2720,181,3738","5,3,4,4,5,4,4,5",0,0,10
287,210,"1599,1556,1562,546,502,2720,181,2909","5,3,4,4,5,4,4,5",0,0,10
288,210,"1599,1556,1562,546,502,2720,181,1208","5,3,4,4,5,4,4,5",0,0,10
289,210,"1599,1556,1562,546,502,2720,181,3213","5,3,4,4,5,4,4,5",0,0,10
290,210,"1599,1556,1562,546,502,2720,181,16","5,3,4,4,5,4,4,5",0,0,10
