movie_id,title,genres,year
247,Heavenly Creatures (1994),Drama|Fantasy|Romance|Thriller,74
248,Houseguest (1994),Comedy,74
249,Immortal Beloved (1994),Drama|Romance,74
250,Heavyweights (1994),Children's|Comedy,74
251,"Hunted, The (1995)",Action,75
252,I.Q. (1994),Comedy|Romance,74
253,Interview with the Vampire (1994),Drama|Horror,74
254,Jefferson in Paris (1995),Drama,75
255,"Jerky Boys, The (1994)",Comedy,74
256,Junior (1994),Comedy|Sci-Fi,74
257,Just Cause (1995),Mystery|Thriller,75
258,"Kid in King Arthur's Court, A (1995)",Adventure|Children's|Comedy|Fantasy|Romance,75
259,Kiss of Death (1995),Crime|Drama|Thriller,75
260,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Fantasy|Sci-Fi,57
261,Little Women (1994),Drama,74
262,"Little Princess, A (1995)",Children's|Drama,75
263,Ladybird Ladybird (1994),Drama,74
264,"Enfer, L' (1994)",Drama,74
265,Like Water for Chocolate (Como agua para chocolate) (1992),Drama|Romance,72
266,Legends of the Fall (1994),Drama|Romance|War|Western,74
267,Major Payne (1994),Comedy,74
268,Little Odessa (1994),Drama,74
269,My Crazy Life (Mi vida loca) (1993),Drama,73
270,Love Affair (1994),Drama|Romance,74
271,Losing Isaiah (1995),Drama,75
272,"Madness of King George, The (1994)",Drama,74
273,Mary Shelley's Frankenstein (1994),Drama|Horror,74
274,Man of the House (1995),Comedy,75
275,Mixed Nuts (1994),Comedy,74
276,Milk Money (1994),Comedy|Romance,74
277,Miracle on 34th Street (1994),Drama,74
278,Miami Rhapsody (1995),Comedy,75
279,My Family (1995),Drama,75
280,Murder in the First (1995),Drama|Thriller,75
281,Nobody's Fool (1994),Drama,74
282,Nell (1994),Drama,74
283,New Jersey Drive (1995),Crime|Drama,75
284,New York Cop (1996),Action|Crime,76
285,Beyond Bedlam (1993),Drama|Horror,73
286,Nemesis 2: Nebula (1995),Action|Sci-Fi|Thriller,75
287,Nina Takes a Lover (1994),Comedy|Romance,74
288,Natural Born Killers (1994),Action|Thriller,74
289,Only You (1994),Comedy|Romance,74
290,Once Were Warriors (1994),Crime|Drama,74
291,Poison Ivy II (1995),Thriller,75
292,Outbreak (1995),Action|Drama|Thriller,75
293,"Professional, The (a.k.a. Leon: The Professional) (1994)",Crime|Drama|Romance|Thriller,74
294,"Perez Family, The (1995)",Comedy|Romance,75
295,"Pyromaniac's Love Story, A (1995)",Comedy|Romance,75
296,Pulp Fiction (1994),Crime|Drama,74
297,Panther (1995),Drama,75
298,Pushing Hands (1992),Comedy,72
299,Priest (1994),Drama,74
300,Quiz Show (1994),Drama,74
301,Picture Bride (1995),Drama|Romance,75
302,Queen Margot (La Reine Margot) (1994),Drama|Romance,74
303,"Quick and the Dead, The (1995)",Action|Adventure|Western,75
304,Roommates (1995),Comedy|Drama,75
305,Ready to Wear (Pret-A-Porter) (1994),Comedy,74
306,Three Colors: Red (1994),Drama,74
307,Three Colors: Blue (1993),Drama,73
308,Three Colors: White (1994),Drama,74
309,"Red Firecracker, Green Firecracker (1994)",Drama,74
310,Rent-a-Kid (1995),Comedy,75
311,Relative Fear (1994),Horror|Thriller,74
312,Stuart Saves His Family (1995),Comedy,75
313,"Swan Princess, The (1994)",Animation|Children's,74
314,"Secret of Roan Inish, The (1994)",Drama,74
315,"Specialist, The (1994)",Action,74
316,Stargate (1994),Action|Adventure|Sci-Fi,74
317,"Santa Clause, The (1994)",Children's|Comedy|Fantasy,74
318,"Shawshank Redemption, The (1994)",Drama,74
319,Shallow Grave (1994),Thriller,74
320,Suture (1993),Film-Noir|Thriller,73
321,Strawberry and Chocolate (Fresa y chocolate) (1993),Drama,73
322,Swimming with Sharks (1995),Comedy|Drama,75
324,"Sum of Us, The (1994)",Comedy,74
325,National Lampoon's Senior Trip (1995),Comedy,75
326,To Live (Huozhe) (1994),Drama,74
327,Tank Girl (1995),Action|Comedy|Musical|Sci-Fi,75
328,Tales From the Crypt Presents: Demon Knight (1995),Horror,75
329,Star Trek: Generations (1994),Action|Adventure|Sci-Fi,74
330,Tales from the Hood (1995),Comedy|Horror,75
331,Tom & Viv (1994),Drama,74
332,Village of the Damned (1995),Horror|Sci-Fi,75
333,Tommy Boy (1995),Comedy,75
334,Vanya on 42nd Street (1994),Drama,74
335,"Underneath, The (1995)",Mystery|Thriller,75
336,"Walking Dead, The (1995)",Drama|War,75
337,What's Eating Gilbert Grape (1993),Drama,73
338,Virtuosity (1995),Sci-Fi|Thriller,75
339,While You Were Sleeping (1995),Comedy|Romance,75
340,"War, The (1994)",Adventure|Drama,74
341,Double Happiness (1994),Drama,74
342,Muriel's Wedding (1994),Comedy|Romance,74
343,"Baby-Sitters Club, The (1995)",Children's,75
344,Ace Ventura: Pet Detective (1994),Comedy,74
345,"Adventures of Priscilla, Queen of the Desert, The (1994)",Comedy|Drama,74
346,Backbeat (1993),Drama|Musical,73
347,Bitter Moon (1992),Drama,72
348,Bullets Over Broadway (1994),Comedy,74
349,Clear and Present Danger (1994),Action|Adventure|Thriller,74
350,"Client, The (1994)",Drama|Mystery|Thriller,74
351,"Corrina, Corrina (1994)",Comedy|Drama|Romance,74
352,Crooklyn (1994),Comedy,74
353,"Crow, The (1994)",Action|Romance|Thriller,74
354,Cobb (1994),Drama,74
355,"Flintstones, The (1994)",Children's|Comedy,74
356,Forrest Gump (1994),Comedy|Romance|War,74
357,Four Weddings and a Funeral (1994),Comedy|Romance,74
358,Higher Learning (1995),Drama,75
359,I Like It Like That (1994),Comedy|Drama|Romance,74
360,I Love Trouble (1994),Action|Comedy,74
361,It Could Happen to You (1994),Drama|Romance,74
362,"Jungle Book, The (1994)",Adventure|Children's|Romance,74
363,"Wonderful, Horrible Life of Leni Riefenstahl, The (Die Macht der Bilder) (1993)",Documentary,73
364,"Lion King, The (1994)",Animation|Children's|Musical,74
365,Little Buddha (1993),Drama,73
366,Wes Craven's New Nightmare (1994),Horror,74
367,"Mask, The (1994)",Comedy|Crime|Fantasy,74
368,Maverick (1994),Action|Comedy|Western,74
369,Mrs. Parker and the Vicious Circle (1994),Drama,74
370,Naked Gun 33 1/3: The Final Insult (1994),Comedy,74
371,"Paper, The (1994)",Comedy|Drama,74
372,Reality Bites (1994),Comedy|Drama,74
373,Red Rock West (1992),Thriller,72
374,Richie Rich (1994),Children's|Comedy,74
375,Safe Passage (1994),Drama,74
376,"River Wild, The (1994)",Action|Thriller,74
377,Speed (1994),Action|Romance|Thriller,74
378,Speechless (1994),Comedy|Romance,74
379,Timecop (1994),Action|Sci-Fi,74
380,True Lies (1994),Action|Adventure|Comedy|Romance,74
381,When a Man Loves a Woman (1994),Drama,74
382,Wolf (1994),Drama|Horror,74
383,Wyatt Earp (1994),Western,74
384,Bad Company (1995),Action,75
385,"Man of No Importance, A (1994)",Drama,74
386,S.F.W. (1994),Drama,74
387,"Low Down Dirty Shame, A (1994)",Action|Comedy,74
388,Boys Life (1995),Drama,75
389,"Colonel Chabert, Le (1994)",Drama|Romance|War,74
390,Faster Pussycat! Kill! Kill! (1965),Action|Comedy|Drama,45
391,Jason's Lyric (1994),Crime|Drama,74
392,"Secret Adventures of Tom Thumb, The (1993)",Adventure|Children's,73
393,Street Fighter (1994),Action,74
394,Coldblooded (1995),Action,75
395,Desert Winds (1995),Drama,75
396,Fall Time (1995),Drama,75
397,"Fear, The (1995)",Horror,75
398,Frank and Ollie (1995),Documentary,75
399,Girl in the Cadillac (1995),Drama,75
400,Homage (1995),Drama,75
401,Mirage (1995),Action|Thriller,75
402,Open Season (1996),Comedy,76
403,Two Crimes (1995),Comedy|Crime|Drama,75
404,Brother Minister: The Assassination of Malcolm X (1994),Documentary,74
405,Highlander III: The Sorcerer (1994),Action|Sci-Fi,74
406,Federal Hill (1994),Drama,74
407,In the Mouth of Madness (1995),Horror|Thriller,75
408,8 Seconds (1994),Drama,74
409,Above the Rim (1994),Drama,74
410,Addams Family Values (1993),Comedy,73
411,You So Crazy (1994),Comedy,74
412,"Age of Innocence, The (1993)",Drama,73
413,Airheads (1994),Comedy,74
414,"Air Up There, The (1994)",Comedy,74
415,Another Stakeout (1993),Comedy|Thriller,73
416,Bad Girls (1994),Western,74
417,Barcelona (1994),Comedy|Romance,74
418,Being Human (1993),Drama,73
419,"Beverly Hillbillies, The (1993)",Comedy,73
420,Beverly Hills Cop III (1994),Action|Comedy,74
421,Black Beauty (1994),Adventure|Children's,74
422,Blink (1994),Thriller,74
423,Blown Away (1994),Action|Thriller,74
424,Blue Chips (1994),Drama,74
425,Blue Sky (1994),Drama|Romance,74
426,Body Snatchers (1993),Horror|Sci-Fi|Thriller,73
427,Boxing Helena (1993),Mystery|Romance|Thriller,73
428,"Bronx Tale, A (1993)",Drama,73
429,Cabin Boy (1994),Comedy,74
430,Calendar Girl (1993),Drama,73
431,Carlito's Way (1993),Crime|Drama,73
432,City Slickers II: The Legend of Curly's Gold (1994),Comedy|Western,74
433,Clean Slate (1994),Comedy,74
434,Cliffhanger (1993),Action|Adventure|Crime,73
435,Coneheads (1993),Comedy|Sci-Fi,73
436,Color of Night (1994),Drama|Thriller,74
437,Cops and Robbersons (1994),Comedy,74
438,"Cowboy Way, The (1994)",Action|Comedy,74
439,Dangerous Game (1993),Drama,73
440,Dave (1993),Comedy|Romance,73
441,Dazed and Confused (1993),Comedy,73
442,Demolition Man (1993),Action|Sci-Fi,73
443,"Endless Summer 2, The (1994)",Documentary,74
444,Even Cowgirls Get the Blues (1993),Comedy|Romance,73
445,Fatal Instinct (1993),Comedy,73
446,Farewell My Concubine (1993),Drama|Romance,73
447,"Favor, The (1994)",Comedy|Romance,74
448,Fearless (1993),Drama,73
449,Fear of a Black Hat (1993),Comedy,73
450,With Honors (1994),Comedy|Drama,74
451,Flesh and Bone (1993),Drama|Mystery|Romance,73
452,Widows' Peak (1994),Drama,74
453,For Love or Money (1993),Comedy,73
454,"Firm, The (1993)",Drama|Thriller,73
455,Free Willy (1993),Adventure|Children's|Drama,73
456,Fresh (1994),Drama,74
457,"Fugitive, The (1993)",Action|Thriller,73
458,Geronimo: An American Legend (1993),Drama|Western,73
459,"Getaway, The (1994)",Action,74
460,Getting Even with Dad (1994),Comedy,74
461,Go Fish (1994),Drama|Romance,74
462,"Good Man in Africa, A (1994)",Action|Adventure,74
463,Guilty as Sin (1993),Crime|Drama|Thriller,73
464,Hard Target (1993),Action|Adventure|Crime|Thriller,73
465,Heaven & Earth (1993),Action|Drama|War,73
466,Hot Shots! Part Deux (1993),Action|Comedy|War,73
467,Live Nude Girls (1995),Comedy,75
468,"Englishman Who Went Up a Hill, But Came Down a Mountain, The (1995)",Comedy|Romance,75
469,"House of the Spirits, The (1993)",Drama|Romance,73
470,House Party 3 (1994),Comedy,74
471,"Hudsucker Proxy, The (1994)",Comedy|Romance,74
472,I'll Do Anything (1994),Comedy|Drama,74
473,In the Army Now (1994),Comedy|War,74
474,In the Line of Fire (1993),Action|Thriller,73
475,In the Name of the Father (1993),Drama,73
476,"Inkwell, The (1994)",Comedy|Drama,74
477,What's Love Got to Do with It? (1993),Drama,73
478,Jimmy Hollywood (1994),Comedy,74
479,Judgment Night (1993),Action,73
480,Jurassic Park (1993),Action|Adventure|Sci-Fi,73
481,Kalifornia (1993),Drama|Thriller,73
482,Killing Zoe (1994),Thriller,74
483,King of the Hill (1993),Drama,73
484,Lassie (1994),Adventure|Children's,74
485,Last Action Hero (1993),Action|Comedy,73
486,Life with Mikey (1993),Comedy,73
487,Lightning Jack (1994),Comedy|Western,74
488,M. Butterfly (1993),Drama,73
489,Made in America (1993),Comedy,73
490,Malice (1993),Thriller,73
491,"Man Without a Face, The (1993)",Drama,73
492,Manhattan Murder Mystery (1993),Comedy|Mystery,73
493,Menace II Society (1993),Action|Crime|Drama,73
494,Executive Decision (1996),Action|Thriller,76
495,In the Realm of the Senses (Ai no corrida) (1976),Drama,56
496,What Happened Was... (1994),Comedy|Drama|Romance,74
497,Much Ado About Nothing (1993),Comedy|Romance,73
498,Mr. Jones (1993),Drama|Romance,73
499,Mr. Wonderful (1993),Comedy|Romance,73
500,Mrs. Doubtfire (1993),Comedy,73
501,Naked (1993),Drama,73
502,"Next Karate Kid, The (1994)",Action|Children's,74
503,"New Age, The (1994)",Drama,74
504,No Escape (1994),Action|Sci-Fi,74
505,North (1994),Comedy,74
506,Orlando (1993),Drama,73
507,"Perfect World, A (1993)",Action|Drama,73
508,Philadelphia (1993),Drama,73
509,"Piano, The (1993)",Drama|Romance,73
510,Poetic Justice (1993),Drama,73
511,"Program, The (1993)",Action|Drama,73
512,Robert A. Heinlein's The Puppet Masters (1994),Horror|Sci-Fi,74
513,Radioland Murders (1994),Comedy|Mystery|Romance,74
514,"Ref, The (1994)",Comedy,74
515,"Remains of the Day, The (1993)",Drama,73
516,Renaissance Man (1994),Comedy|Drama|War,74
517,Rising Sun (1993),Action|Drama|Mystery,73
518,"Road to Wellville, The (1994)",Comedy,74
519,Robocop 3 (1993),Sci-Fi|Thriller,73
520,Robin Hood: Men in Tights (1993),Comedy,73
521,Romeo Is Bleeding (1993),Crime|Thriller,73
522,Romper Stomper (1992),Action|Drama,72
523,Ruby in Paradise (1993),Drama,73
524,Rudy (1993),Drama,73
525,"Saint of Fort Washington, The (1993)",Drama,73
526,"Savage Nights (Nuits fauves, Les) (1992)",Drama,72
527,Schindler's List (1993),Drama|War,73
528,"Scout, The (1994)",Drama,74
529,Searching for Bobby Fischer (1993),Drama,73
530,Second Best (1994),Drama,74
531,"Secret Garden, The (1993)",Children's|Drama,73
532,Serial Mom (1994),Comedy|Crime|Horror,74
533,"Shadow, The (1994)",Action,74
534,Shadowlands (1993),Drama|Romance,73
535,Short Cuts (1993),Drama,73
536,"Simple Twist of Fate, A (1994)",Drama,74
537,Sirens (1994),Comedy|Drama,74
538,Six Degrees of Separation (1993),Drama,73
539,Sleepless in Seattle (1993),Comedy|Romance,73
540,Sliver (1993),Thriller,73
541,Blade Runner (1982),Film-Noir|Sci-Fi,62
542,Son in Law (1993),Comedy,73
543,So I Married an Axe Murderer (1993),Comedy|Romance|Thriller,73
544,Striking Distance (1993),Action,73
545,Harlem (1993),Drama,73
546,Super Mario Bros. (1993),Action|Adventure|Children's|Sci-Fi,73
547,Surviving the Game (1994),Action|Adventure|Thriller,74
548,Terminal Velocity (1994),Action,74
549,Thirty-Two Short Films About Glenn Gould (1993),Documentary,73
550,Threesome (1994),Comedy|Romance,74
551,"Nightmare Before Christmas, The (1993)",Children's|Comedy|Musical,73
552,"Three Musketeers, The (1993)",Action|Adventure|Comedy,73
553,Tombstone (1993),Western,73
554,Trial by Jury (1994),Thriller,74
555,True Romance (1993),Action|Crime|Romance,73
556,"War Room, The (1993)",Documentary,73
557,Mamma Roma (1962),Drama,42
558,"Pagemaster, The (1994)",Action|Adventure|Animation|Children's|Fantasy,74
559,"Paris, France (1993)",Comedy,73
560,"Beans of Egypt, Maine, The (1994)",Drama,74
561,Killer (Bulletproof Heart) (1994),Thriller,74
562,Welcome to the Dollhouse (1995),Comedy|Drama,75
563,Germinal (1993),Drama,73
564,Chasers (1994),Comedy,74
565,Cronos (1992),Horror,72
566,Naked in New York (1994),Comedy|Romance,74
567,Kika (1993),Drama,73
568,Bhaji on the Beach (1993),Comedy|Drama,73
569,Little Big League (1994),Children's|Comedy,74
570,"Slingshot, The (Kådisbellan ) (1993)",Comedy|Drama,73
571,"Wedding Gift, The (1994)",Drama,74
572,Foreign Student (1994),Drama,74
573,"Ciao, Professore! (Io speriamo che me la cavo ) (1993)",Drama,73
574,Spanking the Monkey (1994),Comedy|Drama,74
575,"Little Rascals, The (1994)",Children's|Comedy,74
576,Fausto (1993),Comedy,73
577,Andre (1994),Adventure|Children's,74
578,"Hour of the Pig, The (1993)",Drama|Mystery,73
579,"Scorta, La (1993)",Thriller,73
580,Princess Caraboo (1994),Drama,74
581,"Celluloid Closet, The (1995)",Documentary,75
582,Metisse (Café au Lait) (1993),Comedy,73
583,Dear Diary (Caro Diario) (1994),Comedy|Drama,74
584,I Don't Want to Talk About It (De eso no se habla) (1993),Drama,73
585,"Brady Bunch Movie, The (1995)",Comedy,75
